x n1 n4 n25 cauchy
-1.45 0.139430566445 0.0119050648396 7.69268975281e-12 0.10259786823
-1.44 0.141459965225 0.0126134527925 1.10399498157e-11 0.103562560575
-1.43 0.14350455054 0.0133586474784 1.58041173073e-11 0.104538699525
-1.42 0.145564130037 0.014142209772 2.2567718386e-11 0.105526417645
-1.41 0.147638504062 0.0149657450516 3.21454364538e-11 0.106525847925
-1.4 0.149727465636 0.015830903166 4.56736020418e-11 0.107537123711
-1.39 0.151830800432 0.0167393783093 6.47329596916e-11 0.108560378631
-1.38 0.153948286763 0.0176929087965 9.15166108508e-11 0.109595746517
-1.37 0.15607969556 0.0186932767352 1.2905910725e-10 0.110643361321
-1.36 0.15822479037 0.0197423075895 1.8154807509e-10 0.111703357027
-1.35 0.160383327342 0.0208418696288 2.54746897942e-10 0.112775867558
-1.34 0.162555055226 0.0219938732588 3.565664062e-10 0.113861026679
-1.33 0.164739715373 0.0232002702274 4.97835895275e-10 0.114958967888
-1.32 0.166937041742 0.0244630527026 6.93339997083e-10 0.116069824309
-1.31 0.169146760902 0.0257842522158 9.63209073968e-10 0.117193728575
-1.3 0.171368592048 0.0271659384674 1.33477830738e-09 0.118330812708
-1.29 0.173602247015 0.0286102179883 1.84506630806e-09 0.119481207982
-1.28 0.175847430298 0.0301192326548 2.54407014082e-09 0.120645044794
-1.27 0.178103839073 0.0316951580507 3.49913297429e-09 0.121822452518
-1.26 0.180371163227 0.0333402016748 4.80071668516e-09 0.123013559354
-1.25 0.182649085389 0.0350566009871 6.57000909078e-09 0.124218492169
-1.24 0.184937280963 0.0368466212937 8.96891953982e-09 0.125437376333
-1.23 0.187235418171 0.0387125534635 1.2213174134e-08 0.126670335542
-1.22 0.189543158092 0.0406567114765 1.65894212177e-08 0.127917491635
-1.21 0.191860154714 0.0426814297998 2.24775091551e-08 0.129178964402
-1.2 0.194186054983 0.0447890605897 3.03794142491e-08 0.130454871387
-1.19 0.196520498862 0.0469819707164 4.09566920174e-08 0.13174532767
-1.18 0.198863119387 0.0492625386128 5.50788181234e-08 0.133050445654
-1.17 0.201213542735 0.0516331509432 7.38853979324e-08 0.134370334832
-1.16 0.203571388291 0.0540961990938 9.88659820312e-08 0.135705101545
-1.15 0.20593626872 0.0566540754832 1.31962160179e-07 0.137054848734
-1.14 0.208307790047 0.0593091696947 1.75697754741e-07 0.138419675676
-1.13 0.210685551736 0.06206386443 2.3334433988e-07 0.139799677713
-1.12 0.213069146776 0.0649205312874 3.09131025008e-07 0.141194945965
-1.11 0.21545816177 0.0678815263649 4.08509518927e-07 0.142605567037
-1.1 0.217852177033 0.0709491856925 5.38488002127e-07 0.144031622708
-1.09 0.220250766683 0.0741258204956 7.08050356508e-07 0.145473189609
-1.08 0.222653498752 0.0774137122949 9.28680922278e-07 0.146930338896
-1.07 0.225059935285 0.0808151078457 1.21501927054e-06 0.148403135896
-1.06 0.227469632457 0.0843322139235 1.58567460836e-06 0.149891639755
-1.05 0.229882140684 0.0879671919609 2.06423549431e-06 0.15139590306
-1.04 0.232297004743 0.0917221525421 2.68051767235e-06 0.152915971456
-1.03 0.234713763897 0.0955991497642 3.47210117693e-06 0.154451883247
-1.02 0.237131952019 0.0996001754701 4.48621758119e-06 0.156003668979
-1.01 0.239551097728 0.103727153366 5.7820595179e-06 0.157571351014
-1 0.241970724519 0.107981933026 7.43359757367e-06 0.159154943092
-0.99 0.244390350907 0.112366283808 9.53300451561e-06 0.160754449868
-0.98 0.246809490567 0.116881888667 1.21948037295e-05 0.162369866448
-0.97 0.249227652483 0.121530337909 1.55608778957e-05 0.164001177899
-0.96 0.251644341098 0.12631312287 1.98064954552e-05 0.165648358755
-0.95 0.254059056469 0.131231629549 2.5147536443e-05 0.167311372501
-0.94 0.256471294426 0.136287132202 3.18491258943e-05 0.168990171047
-0.93 0.258880546731 0.141480786914 4.02359122825e-05 0.170684694184
-0.92 0.26128630125 0.146813625163 5.07042603274e-05 0.172394869034
-0.91 0.263688042114 0.152286547392 6.37366619092e-05 0.174120609476
-0.9 0.266085249899 0.157900316602 7.99187055345e-05 0.175861815571
-0.89 0.268477401797 0.163655551984 9.99589835346e-05 0.177618372961
-0.88 0.270863971798 0.169552722616 0.00012471235645 0.179390152268
-0.87 0.273244430872 0.175592141222 0.000155207035289 0.181177008472
-0.86 0.275618247153 0.181773958033 0.00019267598371 0.182978780285
-0.85 0.277984886131 0.188098154754 0.000238593182706 0.184795289512
-0.84 0.28034381084 0.194564538663 0.000294715338783 0.186626340399
-0.83 0.282694482055 0.201172736855 0.000363129651511 0.188471718979
-0.82 0.285036358489 0.207922190658 0.000446308285886 0.190331192408
-0.81 0.287368896994 0.214812150227 0.000547170217199 0.192204508293
-0.8 0.289691552761 0.221841669359 0.000669151128824 0.194091394015
-0.79 0.292003779529 0.229009600519 0.000816282043831 0.195991556052
-0.78 0.294305029788 0.236314590119 0.000993277356964 0.197904679299
-0.77 0.296594754994 0.243755074065 0.00120563290113 0.199830426382
-0.76 0.298872405776 0.251329273578 0.00145973462896 0.201768436983
-0.75 0.301137432155 0.259035191332 0.00176297841184 0.203718327158
-0.74 0.303389283756 0.266870607902 0.00212390135275 0.205679688669
-0.73 0.30562741003 0.274833078565 0.00255232487172 0.207652088319
-0.72 0.30785126047 0.28291993045 0.00305950965057 0.209635067297
-0.71 0.310060284833 0.291128260075 0.00365832231415 0.211628140538
-0.7 0.312253933367 0.299454931271 0.00436341347523 0.213630796097
-0.69 0.314431657028 0.307896573525 0.00519140647831 0.215642494535
-0.68 0.316592907711 0.316449580741 0.00616109584237 0.217662668342
-0.67 0.318737138475 0.325110110451 0.00729365402333 0.219690721364
-0.66 0.320863803771 0.333874083483 0.00861284469527 0.22172602827
-0.65 0.322972359668 0.342737184096 0.0101452402865 0.223767934048
-0.64 0.325062264084 0.351694860595 0.0119204410073 0.225815753536
-0.63 0.327132977017 0.360742326454 0.0139712920744 0.227868770981
-0.62 0.329183960771 0.369874561927 0.016334095281 0.229926239659
-0.61 0.331214680191 0.379086316183 0.0190488104911 0.23198738152
-0.6 0.333224602892 0.388372109966 0.0221592420597 0.2340513869
-0.59 0.335213199487 0.397726238775 0.0257132046153 0.236117414275
-0.58 0.337179943822 0.407142776582 0.0297626620989 0.238184590081
-0.57 0.339124313204 0.416615580094 0.0343638334531 0.240252008592
-0.56 0.34104578863 0.426138293551 0.0395772579149 0.24231873187
-0.55 0.342943855019 0.435704354065 0.045467812508 0.244383789776
-0.54 0.344818001439 0.445306997504 0.0521046740721 0.246446180074
-0.53 0.346667721336 0.454939264915 0.059561218038 0.248504868595
-0.52 0.348492512759 0.464594009487 0.0679148461684 0.250558789502
-0.51 0.35029187859 0.474263904039 0.077246735672 0.252606845634
-0.5 0.352065326764 0.483941449038 0.0876415024678 0.254647908947
-0.49 0.353812370498 0.493618981134 0.099186771959 0.25668082105
-0.48 0.355532528506 0.503288682196 0.111972651474 0.258704393842
-0.47 0.357225325226 0.512942588851 0.126091099576 0.260717410258
-0.46 0.358890291034 0.522572602499 0.141635188708 0.26271862511
-0.45 0.360526962462 0.532170499798 0.158698259178 0.264706766057
-0.44 0.362134882413 0.541727943597 0.177372964231 0.266680534671
-0.43 0.363713600374 0.551236494307 0.197750207947 0.268638607633
