n independent dependent
543 0.0429141075423 0.318837668044
544 0.0428746462856 0.31883289003
545 0.0428352936878 0.318828129479
546 0.0427960492511 0.318823386295
547 0.0427569124809 0.318818660383
548 0.0427178828858 0.31881395165
549 0.0426789599776 0.318809260001
550 0.0426401432711 0.318804585344
551 0.0426014322842 0.318799927587
552 0.0425628265379 0.318795286638
553 0.0425243255563 0.318790662407
554 0.0424859288662 0.318786054802
555 0.0424476359978 0.318781463736
556 0.042409446484 0.318776889118
557 0.0423713598607 0.318772330861
558 0.0423333756667 0.318767788877
559 0.0422954934438 0.318763263079
560 0.0422577127364 0.318758753381
561 0.0422200330921 0.318754259697
562 0.042182454061 0.318749781941
563 0.0421449751961 0.31874532003
564 0.0421075960533 0.318740873879
565 0.0420703161912 0.318736443404
566 0.0420331351709 0.318732028524
567 0.0419960525566 0.318727629156
568 0.0419590679148 0.318723245218
569 0.041922180815 0.318718876629
570 0.0418853908292 0.31871452331
571 0.0418486975319 0.318710185179
572 0.0418121005004 0.318705862157
573 0.0417755993144 0.318701554167
574 0.0417391935565 0.318697261129
575 0.0417028828114 0.318692982965
576 0.0416666666667 0.3186887196
577 0.0416305447122 0.318684470955
578 0.0415945165404 0.318680236955
579 0.0415585817462 0.318676017524
580 0.0415227399269 0.318671812588
581 0.0414869906823 0.318667622071
582 0.0414513336145 0.3186634459
583 0.0414157683281 0.318659284
584 0.0413802944301 0.3186551363
585 0.0413449115297 0.318651002726
586 0.0413096192386 0.318646883207
587 0.0412744171706 0.31864277767
588 0.0412393049421 0.318638686046
589 0.0412042821715 0.318634608262
590 0.0411693484796 0.31863054425
591 0.0411345034895 0.318626493939
592 0.0410997468263 0.31862245726
593 0.0410650781177 0.318618434145
594 0.0410304969931 0.318614424525
595 0.0409960030845 0.318610428332
596 0.040961596026 0.3186064455
597 0.0409272754535 0.318602475961
598 0.0408930410055 0.318598519649
599 0.0408588923223 0.318594576498
600 0.0408248290464 0.318590646441
601 0.0407908508224 0.318586729416
602 0.040756957297 0.318582825355
603 0.0407231481188 0.318578934196
604 0.0406894229386 0.318575055874
605 0.0406557814091 0.318571190326
606 0.0406222231851 0.318567337489
607 0.0405887479234 0.3185634973
608 0.0405553552827 0.318559669698
609 0.0405220449237 0.318555854619
610 0.0404888165089 0.318552052004
611 0.0404556697031 0.318548261791
612 0.0404226041727 0.318544483919
613 0.0403896195861 0.318540718329
614 0.0403567156136 0.318536964959
615 0.0403238919273 0.318533223752
616 0.0402911482013 0.318529494649
617 0.0402584841114 0.318525777589
618 0.0402258993355 0.318522072516
619 0.0401933935529 0.31851837937
620 0.0401609664451 0.318514698096
621 0.0401286176953 0.318511028635
622 0.0400963469882 0.318507370931
623 0.0400641540108 0.318503724928
624 0.0400320384513 0.318500090569
625 0.04 0.318496467798
626 0.0399680383489 0.318492856561
627 0.0399361531915 0.318489256802
628 0.0399043442234 0.318485668467
629 0.0398726111414 0.318482091502
630 0.0398409536445 0.318478525852
631 0.0398093714329 0.318474971463
632 0.0397778642088 0.318471428283
633 0.0397464316759 0.318467896259
634 0.0397150735395 0.318464375338
635 0.0396837895066 0.318460865468
636 0.0396525792859 0.318457366597
637 0.0396214425875 0.318453878672
638 0.0395903791232 0.318450401644
639 0.0395593886065 0.318446935461
640 0.0395284707521 0.318443480071
641 0.0394976252767 0.318440035426
642 0.0394668518982 0.318436601475
643 0.0394361503363 0.318433178168
644 0.039405520312 0.318429765455
645 0.0393749615479 0.318426363289
646 0.0393444737682 0.318422971619
647 0.0393140566985 0.318419590397
648 0.0392837100659 0.318416219576
649 0.0392534335989 0.318412859107
650 0.0392232270276 0.318409508942
651 0.0391930900835 0.318406169035
652 0.0391630224994 0.318402839337
653 0.0391330240097 0.318399519804
654 0.0391030943503 0.318396210387
655 0.0390732332582 0.318392911042
656 0.0390434404722 0.318389621721
657 0.039013715732 0.318386342379
658 0.0389840587793 0.318383072972
659 0.0389544693566 0.318379813453
660 0.0389249472081 0.318376563779
661 0.0388954920792 0.318373323904
662 0.0388661037168 0.318370093784
663 0.038836781869 0.318366873376
664 0.0388075262853 0.318363662636
665 0.0387783367165 0.318360461519
666 0.0387492129146 0.318357269984
667 0.0387201546331 0.318354087986
668 0.0386911616267 0.318350915484
669 0.0386622336514 0.318347752434
670 0.0386333704643 0.318344598795
671 0.0386045718241 0.318341454525
672 0.0385758374905 0.318338319582
673 0.0385471672246 0.318335193924
674 0.0385185607886 0.318332077511
675 0.038490017946 0.318328970302
676 0.0384615384615 0.318325872255
677 0.0384331221012 0.31832278333
678 0.0384047686321 0.318319703487
