x n1 n4 n25
15.4 0.00919185132981 0.00111240477151 5.51272885049e-12
15.44 0.00911860987561 0.00108578826886 4.80336444772e-12
15.48 0.00904595201555 0.00105978728026 4.18460520826e-12
15.52 0.00897387309951 0.0010343882082 3.6449690808e-12
15.56 0.00890236851441 0.00100957773649 3.17441695314e-12
15.6 0.00883143368394 0.000985342824943 2.76417293478e-12
15.64 0.00876106406823 0.000961670704287 2.40656680951e-12
15.68 0.00869125516362 0.00093854887105 2.09489595112e-12
15.72 0.0086220025023 0.00091596508257 1.82330432238e-12
15.76 0.00855330165209 0.000893907352067 1.58667646501e-12
15.8 0.0084851482161 0.000872363943799 1.38054464205e-12
15.84 0.0084175378325 0.000851323368291 1.20100751689e-12
15.88 0.00835046617418 0.000830774377638 1.0446589498e-12
15.92 0.00828392894856 0.000810705960884 9.0852566531e-13
15.96 0.00821792189721 0.000791107339478 7.90012695963e-13
16 0.00815244079567 0.000771967962799 6.86855641558e-13
